ko	17-2-10	17-2-2	17-2-4	17-2-6	18-1-1	18-1-3	18-1-4	18-1-6	19-1-12	19-1-2	19-1-4	19-1-6	23-1-10	23-1-16	23-1-2	24-1-2	24-1-8	27-1-2	27-1-4	27-1-8	28-1-2	28-1-4	28-1-6	29-1-2	29-1-4	29-1-6	30-1-2	30-1-4	30-1-6	31-1-16	31-1-2	31-1-8	32-1-2	32-1-4	32-1-8	33-1-10	33-1-2	33-1-6	34-1-16	34-1-2	34-1-24	38-1-10	38-1-14	38-1-2	39-1-8	52-1-2	53-1-2	54-1-10	54-1-3	56-1-2	57-1-2	58-1-10	58-1-2	59-1-15	59-1-20	59-1-24	59-1-3	59-1-6	59-1-9	65-1-2	66-1-2	67-1-15	67-1-2	68-1-2	69-1-2	70-1-10	70-1-2
ko:K00030	3.7206396232693204e-05	2.3556280293557003e-05	2.778972238536304e-05	2.007002732390302e-05	2.6871878191711294e-05	4.148623671665041e-05	1.9608603078525804e-05	1.7678208930611014e-05	2.5707758594807508e-05	2.6584444327240106e-05	2.233572641828687e-05	2.0456982518141612e-05	2.3153924899348424e-05	2.656368667325634e-05	1.4368354959057985e-05	2.329851596149109e-05	3.576576135180592e-05	2.7538980940922667e-05	2.023478594487567e-05	2.954753344542622e-05	2.8649995778981163e-05	2.0054079871519312e-05	2.4979098049105408e-05	2.2012449061449432e-05	2.52388697494013e-05	3.111429443276178e-05	2.6527786527466246e-05	2.6866980103997046e-05	4.362965442941803e-05	3.534715996549714e-05	4.21120519282266e-05	3.286322373063743e-05	7.225907672294789e-05	4.324607213790772e-05	2.6356554321826663e-05	3.132902336238901e-05	2.811811975436446e-05	2.738217219730066e-05	3.7213934228303974e-05	6.126236943936029e-05	3.847563455278576e-05	2.4209444904348932e-05	3.974712385059501e-05	1.6871973271060406e-05	2.2367454081457857e-05	2.1574619105807582e-05	2.4435248055810233e-05	1.7433993699654477e-05	1.9609659525089152e-05	1.758509760852851e-05	2.0842399740798495e-05	2.0424295488035532e-05	2.2398984463157405e-05	6.025504327436421e-05	3.725981576099476e-05	2.816467686882465e-05	5.591719146479942e-05	6.038234189149821e-05	6.169754096472316e-05	2.2072202264105416e-05	2.793659728471112e-05	3.0413307916354596e-05	2.6896848492616088e-05	2.6889205212094177e-05	1.9887407576995406e-05	2.9990573666663393e-05	2.6856647160201965e-05
ko:K00031	0.0008845294540561523	0.0005271418218143564	0.00048016494670727507	0.000706539908539729	0.0007535306230346843	0.0007839304331596906	0.0005606071743392319	0.0007543493676483852	0.0008252941133075001	0.0004742995896451138	0.0006898517984464599	0.0008420439472862127	0.0008793024451630058	0.000851721849688128	0.00018046647642870587	0.0006353799150226463	0.0007172763863016744	0.0004969618653452853	0.0005449643360279582	0.0006178257338684311	0.0004899528167357549	0.0005830262036525496	0.0008659642567925608	0.0005301406039513381	0.0005686847809221724	0.0008824672290329187	0.00044887516536431393	0.0006339593665640463	0.0009568857642878824	0.0008276720067733424	0.00043414658150268926	0.0004216042808731019	0.0010609555448712119	0.00044862791449329093	0.0006690495958872866	0.0007484244843089809	0.00033700104799445246	0.0007352033014557392	0.00043528225736944856	0.0009555962068656803	0.0007607092076038749	0.000667954363778568	0.0007933199000612718	0.0001971007976500947	0.0006345606988630454	0.0005718469097833487	0.0005246372539960638	0.0007744979114062745	0.000598575104461168	0.000533297697165608	0.000518094820240695	0.000826897845969186	0.0006767637306563196	0.000860377716729526	0.000430699183473537	0.0008378010563063464	0.0009966364471967648	0.000985459310661992	0.0010608235924141785	0.0006028907008803907	0.0005383757183108082	0.0007541181661207569	0.0006793655095705913	0.0005843230766550731	0.0005350026602140523	0.0006100308458453059	0.0006566569028718376
ko:K00032	3.3597028181516376e-06	0.0	1.2889214972802157e-06	2.1439389767287446e-06	4.05895187000133e-06	2.297891476456633e-06	1.3118904673058517e-06	5.2329769877447725e-06	7.736228384330938e-06	9.819091273819513e-07	2.907410810874819e-06	4.700469871691238e-06	5.857422178832173e-06	7.229422998776404e-06	3.445134412387021e-07	4.447323550719032e-06	7.63292120737907e-06	2.1948136839261127e-06	1.5992168418750247e-06	6.227096920663994e-06	1.1269332493919564e-06	2.270511053789403e-06	4.44937018158072e-06	1.4815415991910419e-06	2.4516977096013623e-06	4.047092171647834e-06	1.8852547107089177e-06	2.517941027307833e-06	8.618637224003979e-06	7.77009868231476e-06	3.6209584109686273e-06	3.3930698254319333e-06	3.797195352526108e-06	2.4958340402792e-06	4.704941763649471e-06	6.438809137235461e-06	1.4154673648049507e-06	4.3005387826079105e-06	4.4943216191911144e-06	1.7721691323762446e-06	3.855457348196376e-06	2.3841939355545975e-06	6.331835810703343e-06	0.0	2.0604055409044533e-06	1.9536084497833884e-06	1.019796459691759e-06	3.1605470417774428e-06	2.028534301062132e-06	3.41231543672842e-06	1.9897408606470114e-06	1.0197866765973148e-05	4.188745426849266e-06	2.045413624204296e-06	3.2105703309341003e-06	4.943849309712736e-06	2.0550262731111084e-06	1.9737879561013005e-06	3.62472133039903e-06	2.0816916220271574e-06	1.8676462724827972e-06	1.0316046705833614e-05	5.91646644585595e-06	2.2110584306827683e-06	1.0305789213624077e-06	6.1260445038590765e-06	1.8506316619708189e-06
ko:K00033	0.0001421987125641583	9.677912512945387e-05	0.00010372935150377664	0.00020281257299252796	0.00015049762407141947	0.00017598630397906988	0.0001231195400360698	0.0002675525543774259	0.00014278896851610602	9.796280162185977e-05	0.00020672397275439789	0.00019111343933327573	0.00016914234866054157	0.0001395044853943508	2.088383114011615e-05	0.0001616877143776335	0.00012243403140683906	0.00010519425281846779	0.00012586547170472532	0.00014635404278030972	9.532060901949543e-05	0.0001739165768163825	0.00017249358167170352	9.709012063332403e-05	0.00013580931681995626	0.000135558715436375	9.843134207939132e-05	0.00014235292728850758	0.00022507297057945282	0.0001599455059483729	6.816860750927867e-05	9.422179645171422e-05	0.00016754694467656475	7.248365003037461e-05	0.0001787004066042472	0.00015648843579144184	3.504481756874951e-05	0.0001326888089089102	6.679700115673671e-05	0.00014204334541650568	0.00017363326387506107	0.0002589431165583351	0.00022984243962769404	2.4121077380063198e-05	0.00016043671462363663	0.00013872837132951674	0.00011726481443767687	0.00016467991458308804	0.00018256291690035698	0.00011876248220054818	9.792400138712187e-05	0.00014955007181571288	0.0001508441352254916	0.00019079647101188693	7.167967193155716e-05	0.00014678019981676903	0.0001479019957534074	0.00015373576920869197	0.00015708124283735309	0.000118414144523817	0.00010454664922515245	0.00017832300752068287	0.00017763242855506635	0.00012750927846037467	0.00010527047928241027	0.00010913660486993354	0.00015152109086884446
ko:K00034	4.4746833844114004e-05	4.633974761998379e-05	5.9553637607150994e-05	5.8869752354997795e-05	4.8498453192791104e-05	4.242141488313378e-05	6.204643077663483e-05	5.2324105739884326e-05	3.4818485839298714e-05	6.348424900190516e-05	6.109559834966385e-05	5.1739263981968196e-05	5.5306362012212046e-05	2.8262928844377438e-05	2.636475482129303e-06	6.608037010840801e-05	3.1832449051931405e-05	7.181333176066162e-05	5.553134273761392e-05	2.645045036878665e-05	5.1753153026660155e-05	5.1953276137877445e-05	3.209243769841761e-05	7.433746749630479e-05	5.980597205932914e-05	4.060159597720619e-05	5.9415648898807096e-05	6.147460608793706e-05	4.295889669026146e-05	4.155333162740467e-05	6.830018957290001e-05	6.838155013060877e-05	8.19790258465515e-05	6.648211361416372e-05	6.577954236727323e-05	4.055056768475588e-05	4.394910481607307e-05	5.714967094713606e-05	6.571033345460538e-05	8.306081688967893e-05	3.743947589631593e-05	4.846463783044932e-05	3.596481506791786e-05	2.773376686702368e-06	5.594145748792099e-05	5.2291603827190334e-05	6.0118975717538296e-05	3.5360526643674e-05	4.843864029610101e-05	5.203192801700453e-05	6.529624311128632e-05	4.031130550714265e-05	6.506542752236368e-05	6.871023278229254e-05	7.527014962350476e-05	3.674857325518837e-05	7.178872233543564e-05	7.275602050573846e-05	9.245061013055422e-05	6.442720337980468e-05	4.862405383923517e-05	3.0182375910729157e-05	3.918093404965687e-05	5.6194441344826236e-05	6.0066859269605316e-05	3.092517164090767e-05	5.5251105979705795e-05
ko:K00035	0.0	1.1852085818796247e-06	1.2737232977702112e-06	5.203953613289559e-07	6.546135971783331e-07	0.0	9.241360056493866e-07	5.550967351406867e-07	0.0	1.1118470920684835e-06	8.231730976981836e-07	0.0	0.0	0.0	0.0	3.509269797619487e-07	0.0	3.110039871396812e-06	7.19256060649308e-07	0.0	1.4108924441034748e-06	7.645472131404953e-07	0.0	1.7348511264491026e-06	1.4951580780608935e-06	0.0	6.907513971578345e-07	1.7169336885792268e-06	0.0	0.0	1.1525368020285137e-06	2.1668850151467695e-06	4.186356067141302e-06	1.3964270114533252e-06	0.0	0.0	5.883513861812152e-07	0.0	1.175307283909045e-06	4.030129715154176e-06	0.0	0.0	0.0	0.0	3.3361891350365973e-07	0.0	1.0930509527936008e-06	0.0	0.0	5.976123562080936e-07	1.3204262135538429e-06	0.0	0.0	2.247480879698906e-06	1.3806471698670675e-06	0.0	3.3253106298489274e-06	3.3365954329296203e-06	3.920465380862878e-06	5.131122201202592e-07	8.648890430929108e-07	0.0	0.0	6.996525057534426e-07	8.187333927837555e-07	0.0	0.0
ko:K00036	0.00014886036330933794	9.836233972441904e-05	0.00013716707675734464	0.00023923585095772567	0.00013060869468337625	0.00015216048076687011	0.00010135776082734783	0.00018303332650731815	0.00015595452174106206	0.00010196458039667626	0.00013546999269123535	0.0001410434882193345	0.0002780129739012801	0.00017120175512966255	9.623434591363355e-06	0.00023565743117277572	0.0001667756635691847	9.450722355782596e-05	0.000110345348313583	0.00015724244594312518	7.135584923177224e-05	0.00015096794225209762	0.00023007167924366927	0.00010021119566764541	0.00011198877261561087	0.00020098467087930445	0.00011721686063802039	0.00011682407641407874	0.0002036662335549772	0.00016258153439105037	4.2016323069705495e-05	5.0617224837172724e-05	0.00023128189678637477	6.328985717500382e-05	0.00021185204509378147	0.00016211047137570415	1.8909384199052785e-05	0.0001001398795936449	4.6916928884625084e-05	0.00018321450451180246	0.00017904352736443412	0.00013617129484978414	0.00018513530248517575	1.795346885525468e-05	0.00013171155840086067	0.00014469968954451153	0.00010103545416309691	0.00015982149873230468	0.00011598065595451726	9.498280767764943e-05	0.00010298118886624274	0.0001859179799856039	0.00012393452147714312	0.00022743905022094612	5.2332035702839265e-05	0.0001615959876681955	0.00019778582619902688	0.00019807817087930048	0.0001995046148618681	0.00013590117715838273	0.00010377505600895325	0.00017060204325610053	0.00015056743070338992	9.996773604419921e-05	7.805791290732691e-05	0.00013237924508583912	0.00013973034743154677
ko:K00037	0.0	0.0	0.0	0.0	0.0	3.0943758374804e-07	0.0	0.0	0.0	0.0	5.141487025366139e-07	0.0	0.0	0.0	0.0	5.550900082339568e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1793186195252495e-06	0.0	0.0	0.0	2.484057374955718e-07	0.0	0.0	6.558284904694707e-07	6.663813631623475e-07	0.0	0.0	4.612801050294386e-07	0.0	0.0	5.53257543713264e-07	0.0	0.0	0.0	6.407283656816445e-07	0.0	0.0	5.761989293326024e-07	0.0	0.0	8.090361408266205e-07	7.218130024400777e-07
ko:K00038	3.630088229957058e-05	4.139270202724312e-05	6.456548749102932e-05	4.8530711739862926e-05	3.9506514296052425e-05	2.731005451781821e-05	4.5759065682534756e-05	4.5213335629899506e-05	2.6857372559652854e-05	6.742333276306101e-05	4.997142983639635e-05	4.724747018953054e-05	4.678006700631135e-05	3.3500108009346876e-05	4.672097530078243e-05	4.784338465110064e-05	3.7355353921045585e-05	5.4275214716255644e-05	4.598177230809878e-05	2.537813824148028e-05	5.206096870040156e-05	4.550724736824058e-05	3.0412098855170594e-05	6.094124897221914e-05	5.604921887064277e-05	3.139292664901167e-05	5.597250539255289e-05	5.3473543482774234e-05	3.434763602889224e-05	3.319618687086895e-05	9.79299786353292e-05	0.0001030612922599954	0.00027579777202241165	7.99699316204747e-05	4.384065149769989e-05	2.496495710864067e-05	8.806424810405948e-05	5.9022146126862704e-05	9.012980295729273e-05	0.00025716608447133273	2.7847986187484512e-05	4.40546757701929e-05	2.609113558761554e-05	5.9231257044360415e-05	4.706383124215345e-05	4.305687100100213e-05	5.761795719155592e-05	3.4557300117026494e-05	3.905135508435219e-05	4.542017570606848e-05	5.74508308877246e-05	3.200348368884152e-05	4.587451300057484e-05	0.0001987856127285947	9.651099373547905e-05	3.131996025176407e-05	0.0002552177526523643	0.0002565634488324956	0.0002754509551153249	4.7743222844320355e-05	5.998111989774169e-05	3.02677589531053e-05	3.596769200944756e-05	6.0207207708117404e-05	5.112204053361624e-05	2.0532955674381905e-05	4.555352271257017e-05
ko:K00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.247639858325754e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.047598971212105e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7209805623675783e-06	0.0	0.0	3.5661622202543653e-06	3.733715520069244e-06	4.044620408794765e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K00040	0.00012480260934843532	2.0497411545251803e-05	2.4372622884971026e-05	3.698903651132667e-05	8.946438235958117e-05	0.00012485950711477073	2.3044237324706946e-05	3.9584951801714856e-05	0.0001139317483837815	2.318137430467612e-05	2.6031879373161022e-05	4.727044066544976e-05	4.551614427771605e-05	0.00021918353076638364	2.7824839961361428e-06	3.513132085894125e-05	0.0001173075735766095	2.1008055238008503e-05	2.55025594651739e-05	9.144624509185762e-05	2.1570233875049845e-05	3.2775148180574646e-05	9.774700625962572e-05	2.0480144846350324e-05	2.377991322075289e-05	0.00014136571217344574	1.9535064705913115e-05	2.9447127903645314e-05	0.00011784948534438332	0.00010281553855391557	1.2990331398694712e-05	1.1252246600624794e-05	2.8816891393822596e-05	1.679171061470837e-05	5.000042240256101e-05	0.00010441266226855886	6.577965690382271e-06	3.839134751230832e-05	1.2458130492660472e-05	2.010402361394063e-05	9.257152554775979e-05	3.97434741908588e-05	7.64026877945781e-05	3.0056129352816373e-06	2.919809643823004e-05	4.218024825545476e-05	1.9349201333665757e-05	0.00010389999847091683	2.4662652703375365e-05	3.245436561511723e-05	2.976896911673559e-05	0.00017833207040342814	4.7068180086296e-05	1.4274453598135553e-05	1.642722929309353e-05	0.000150195428896333	1.8906856689010325e-05	2.1147242855896095e-05	2.6764324735098248e-05	3.093767750245511e-05	2.9246133953279025e-05	0.00015360214102048386	8.351773987071375e-05	2.2473009122986946e-05	2.7265095114682417e-05	7.758003289959143e-05	3.7526233584023935e-05
ko:K00041	3.3097759594292193e-06	6.739484225064064e-07	1.8943588051424362e-06	1.300857872757857e-06	3.127543794328592e-06	3.8440303211092886e-06	7.979789350457054e-07	6.158584445793025e-07	3.7611287139137255e-06	1.607152651456699e-06	1.2468995666352e-06	2.288386541748434e-06	2.865550527604665e-06	3.4835827813647287e-06	0.0	2.8348323351809606e-06	5.156468679671169e-06	2.0254091762921285e-06	7.640518916101361e-07	2.551798180472224e-06	1.4317263762924154e-06	0.0	5.398215480533738e-06	1.3961387785820964e-06	1.8217056652629342e-06	3.5593293041603187e-06	1.5715587463730634e-06	1.9868588979354423e-06	3.4791153539967985e-06	7.161342330424094e-06	2.2843942313849375e-06	1.8590421645120259e-06	7.859420361856433e-06	1.6499662521241581e-06	2.987695949702371e-06	7.767530842827151e-06	0.0	1.2126292104920816e-06	9.235013235712725e-07	8.031657890440328e-06	4.2410301433402035e-06	2.1555846383107736e-06	6.966140361085592e-06	0.0	3.9828779709947783e-07	1.2828492888242025e-06	5.212404748161989e-07	2.1482501562948783e-06	5.336818919481265e-07	1.9509008450021606e-06	1.3406320322917424e-06	3.0184290162569898e-06	1.3740130176587172e-06	6.102880105133673e-06	2.172015012634899e-06	2.7949423112061517e-06	6.142703807071297e-06	4.850712391659195e-06	6.815458047593468e-06	1.1895177770159401e-06	1.7299080592687496e-06	2.932787545387162e-06	1.7311540024256983e-06	1.5466125241787973e-06	1.424916988158127e-06	4.509553295927394e-06	1.2870559670187499e-06
ko:K00042	0.0006512856876207628	0.00031184911488413503	0.000303375544278409	0.00044072957843914283	0.0005905638037260155	0.0004937828953203388	0.00035296800494464295	0.0003980790771272789	0.0007192143028892286	0.0002846860419469736	0.0003914700295627165	0.00048826025476993135	0.00046330481277823745	0.0007310569218659296	0.00012262567096451568	0.0004180139142777488	0.0005824461941593971	0.0003106036188206578	0.0002877517707765828	0.0004869069149547326	0.00033019524604818414	0.00035400002915851733	0.0004906154099380977	0.0003302652246976348	0.0003782556996230192	0.0007124579415730254	0.0002699779364711642	0.00040251126242096385	0.0006175489760984656	0.0006374042256820985	0.000281811593144546	0.00030308999253670385	0.0004986271029678766	0.0003117204779815022	0.00047177393229097303	0.0005656563693014475	0.00025014752415282335	0.00044192751113614654	0.0003012792520178482	0.00048789925475832866	0.0006133729144008037	0.0004333757023879373	0.0005823865295579427	0.0001415285886337035	0.0004298995181360369	0.0003727076991984539	0.00034398182651436084	0.0005854082720057225	0.0003813751375536135	0.00035053600444519435	0.0003523049969933558	0.0006167784438958006	0.0004706870499241396	0.00039349874321867686	0.0003131426055061754	0.0007119458283606741	0.00045955531081844076	0.0004813150452205112	0.0004926937186241082	0.00039300956567334453	0.0003744682617065094	0.000610198320119028	0.00047557348256328173	0.00037988181761602056	0.0003680076238516757	0.0003879531333130479	0.0003828192906863588
ko:K00043	0.0002541558234272077	0.00015272506865996583	0.00014298115059322746	0.0002344653884867507	0.00022114439221852244	0.00022894507951785658	0.00015435460481357896	0.0002347836520840162	0.00024332793216502247	0.00013478850624723489	0.00019300944704997132	0.0002446560816999731	0.000251696923967112	0.00028785661212234903	4.6073312903308614e-05	0.00023100737436471623	0.0002409745207585206	0.0001448995035679755	0.00015705845596021724	0.00019724057266906945	0.0001483694655700124	0.00019153494490260366	0.00021077389750389508	0.00017419032431745832	0.0001915407524337953	0.0002954996270264946	0.0001396455791767623	0.00023801849204061918	0.00027997868876012837	0.00022450622080843262	0.00010822428474168608	0.00013080901437789708	0.0001667317244826313	0.00013092995609397318	0.0002004670420886071	0.00021055726060203723	8.886833460298694e-05	0.00024050977299817092	0.00011860622962055507	0.00013285323698233772	0.00020777929570340662	0.00019773721216573314	0.00022808611652549093	5.6984561205315904e-05	0.00020524420287368808	0.0001999223003187675	0.00018535996349804294	0.00025001306474928774	0.00017521243830687796	0.00020100231432292436	0.00017629422533795816	0.0002761277155647284	0.00023050592004555807	9.659867177562815e-05	0.00013058105366516083	0.0002868996246987638	0.0001401411877169914	0.00013440804623171825	0.00014130553267552775	0.00019307888367959124	0.0001703849998164381	0.0002293727314251923	0.0002089853740278897	0.0002190182524123059	0.00017477839761116104	0.00017181409746232497	0.00019362352371028968
ko:K00044	0.0	0.0	0.0	2.1700986261180058e-07	0.0	0.0	0.0	0.0	0.0	7.061818073786542e-07	0.0	5.224628171604136e-07	0.0	0.0	0.0	5.448110139542709e-07	0.0	2.7123385534147846e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3544939449745575e-07	0.0	0.0	6.25804050601767e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.9658962500435195e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1835587134168788e-07	0.0	0.0	0.0	2.535316116151447e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K00045	5.129222947382358e-05	8.946475902937003e-06	1.1624919506447143e-05	2.115693473639408e-05	3.0055137438074867e-05	4.093052518332815e-05	8.134308031952701e-06	1.2415037012220482e-05	4.2675204857339134e-05	1.1668937615020718e-05	1.2049074038856969e-05	2.335852153250599e-05	1.564278348009137e-05	5.505245692226477e-05	2.7824839961361428e-06	2.035198786933248e-05	3.6653424589982154e-05	9.619753057027009e-06	9.052399455537215e-06	3.1292952525878144e-05	1.3657148275962851e-05	1.9374590175353803e-05	3.6215489160510415e-05	1.0444595866624761e-05	9.218718680719627e-06	5.783195203653579e-05	9.960357450808371e-06	9.400871010747302e-06	4.274439536567674e-05	3.6142438401196903e-05	5.3544999098238655e-06	5.828536938153464e-06	2.424294293688741e-05	9.57963547325903e-06	1.915199926151342e-05	3.7614389087036844e-05	4.69310430862649e-06	1.688582040016296e-05	4.253439174863005e-06	1.615920520105671e-05	3.905726359178617e-05	1.5705746572695717e-05	3.847414314277096e-05	2.5962323554932184e-06	1.893855766089993e-05	1.800273235121579e-05	8.653296226133041e-06	3.769168316249724e-05	1.2960240075638725e-05	1.4672682157885036e-05	1.2936691611599324e-05	5.866619055912578e-05	2.0435425277620445e-05	1.037042869002457e-05	7.665186569062747e-06	4.530396773185826e-05	1.5957420152061962e-05	1.7963006026878934e-05	1.9941239223985115e-05	1.3833390885133483e-05	1.367925533426273e-05	4.8283796329577134e-05	2.7466362943982717e-05	1.0842855124248535e-05	1.6471608085738706e-05	2.2324560635130844e-05	2.0134360180629307e-05
ko:K00046	0.00039801418468983426	0.0002576464622592814	0.00027437766999085324	0.00029549029603853367	0.0003778069640385928	0.0003622573977384165	0.00026297467831166933	0.00030549303300672593	0.0003800120721846416	0.00023853565069410434	0.00028857614226259024	0.0002810809919065389	0.00030810742432989485	0.0004806150539946447	9.492250815414265e-05	0.00028945495933292015	0.0003557541543201407	0.00024270680465563355	0.0002549163047261489	0.00028042324268084685	0.00024162528100388155	0.00026416854572338815	0.0003684249950974855	0.0002608794714920153	0.00029290796498911766	0.00040025685574982407	0.00023634789211337865	0.0003194834796865336	0.00040155396112754243	0.000365673703699271	0.00026405846469078044	0.0002569891463840364	0.0005141136723278143	0.0002667278286695872	0.00030986592741527407	0.0003239328008018796	0.000229727551907965	0.00032526888752591916	0.00026849475960006984	0.0004459058235395665	0.00037459709839039886	0.0003077674714466421	0.0003534768564442233	0.00012536144386658115	0.0003157754775701488	0.0002524912057838313	0.00029421329350357565	0.0003351019758041911	0.00026941486917680745	0.00028230364753045175	0.00029428358519118387	0.00038089070592039434	0.0003119116942424185	0.0004248791424116983	0.0002813885823266704	0.0003835394458860556	0.0005031304476274509	0.000494804304611397	0.0005177025271399337	0.00029473951859353533	0.00026474328578655817	0.0003550384163101531	0.00031784575960110053	0.00029012083706992585	0.00027529909812670875	0.00025509012971912024	0.00029182158368861165
ko:K00048	7.982515668798038e-06	2.494039950504146e-06	2.1834981887867214e-06	1.2582034602437328e-06	5.828426550785293e-06	6.6175900849544765e-06	1.6655519439678474e-06	5.988681668510748e-07	3.114080712766296e-06	2.8028433646517917e-06	1.4679205987639015e-06	0.0	5.407206359799272e-07	3.8432319578602844e-06	0.0	4.5529188080639436e-07	5.57622152076344e-06	1.0652886143107037e-06	1.628517702641507e-06	2.2186475730137553e-06	2.618987033422929e-06	1.091440484572918e-06	4.851479543001011e-06	1.8454335315514694e-06	2.1475788693414812e-06	3.5830396005878357e-06	1.8252064767575953e-06	1.1834845202077617e-06	8.825106125320482e-06	1.963434687995217e-06	2.414795948181553e-06	2.8675896332336382e-06	8.83901219561072e-06	3.390188395042161e-06	1.2015620660213407e-06	5.311178911180686e-06	3.4747615692982496e-06	8.783238098033141e-07	3.4435223085083224e-06	7.302683831532246e-06	5.521712406201434e-06	1.0096167677778538e-06	3.402507186198441e-06	0.0	8.686542695816876e-07	1.5399410485351943e-06	1.9886892171115223e-06	5.582112815045272e-06	2.523483832250395e-07	1.103354047405682e-06	2.6213961137985435e-06	2.623823990953554e-06	8.082154060108821e-07	8.101026625376558e-06	3.13563333073387e-06	2.6692156196063348e-06	7.851693309269572e-06	8.429624779666129e-06	7.402843622850582e-06	2.0142770230619737e-06	3.0601887569757945e-06	1.445599392398176e-06	1.0086344572820295e-06	1.0707975272208825e-06	7.803488431966727e-07	2.355068864029703e-06	1.5244498091358223e-06
ko:K00049	0.0	7.891823707820183e-07	1.8925620478510813e-06	2.2067973076958713e-06	3.1252386888791547e-07	0.0	1.905027286004197e-06	3.1287994254525027e-06	0.0	1.568085277540707e-06	1.2332932399283763e-06	1.8390184597797388e-06	2.9885316874592025e-06	0.0	0.0	2.0842249757117317e-06	0.0	3.915743934585023e-07	9.276634390598282e-07	0.0	3.942111569918031e-07	1.6119563345713468e-06	0.0	1.1369189845769725e-06	2.0554450929770126e-06	0.0	1.8299532997707317e-06	1.5277497434249496e-06	0.0	9.358365039906018e-07	2.257622241230562e-06	1.7445268458227543e-06	6.341940492983697e-06	4.857436532602443e-07	1.5436885756236681e-06	0.0	4.633214896153421e-07	2.552496645022066e-06	1.3680818572320758e-06	6.233044163243845e-06	0.0	3.1170716232266006e-06	0.0	0.0	3.0647238516640085e-06	8.085921382772018e-07	3.3174484154351994e-06	0.0	2.27701501191884e-06	1.3293654617703772e-06	1.2731936827834777e-07	0.0	3.0835140226832198e-06	4.772688224011638e-06	1.4898358990952611e-06	0.0	6.102600683742674e-06	6.268872208602762e-06	6.476681774006355e-06	2.381468861293803e-06	1.0680958386555058e-06	0.0	2.1828055272242036e-06	2.056055975741296e-06	3.1056532856354475e-06	0.0	1.7618168846956369e-06
ko:K00050	0.0004272689418893405	0.00019574771040721498	0.0001671519763379621	0.0003005784523174356	0.00040313609113157967	0.00030088737489978386	0.00023437635384978577	0.0002739729019304671	0.00043925654428026854	0.00013304840763253586	0.00028744509905761004	0.00028238825781299654	0.0003366750649845657	0.0005233065776452982	1.2464937764992844e-05	0.00027753496990408545	0.0004037543570260184	0.00015268663042375882	0.00018829564269239667	0.0003040472080876887	0.0001954956508836126	0.00023794513387647714	0.00030051478944134963	0.00018259746563677187	0.00021753224392104576	0.0004637384910606509	0.00014261670394531735	0.00027139763026358946	0.0003707374686878368	0.0003658760751042165	0.00011585826175688617	0.00011658434508649393	7.559510824398512e-05	0.0001273702138407703	0.00031942370841177954	0.00036272687189489754	6.791563431498638e-05	0.0003246094776982549	0.00010805099115219992	5.824182510056383e-05	0.00036927102059267373	0.0002968904242261297	0.00040684544196764057	2.096622540673748e-05	0.00027583291224870236	0.00025079464392149136	0.0002203756431002087	0.0003487847254224829	0.00022252952296570488	0.0002402196318147944	0.00021335831158292792	0.0004420451305975114	0.00029906276164592504	6.702604196826142e-05	0.00013086543010169412	0.0003982818191262625	7.031332181830515e-05	7.416872001751582e-05	7.729335890310283e-05	0.00023976838938973545	0.00023401986672232759	0.00033381619802928553	0.00032221735727149805	0.00024031631264618338	0.00019395069585680124	0.00024847941304370467	0.00028006947617425864
