ko	17-2-10	17-2-2	17-2-4	17-2-6	18-1-1	18-1-3	18-1-4	18-1-6	19-1-12	19-1-2	19-1-4	19-1-6	23-1-10	23-1-16	23-1-2	24-1-2	24-1-8	27-1-2	27-1-4	27-1-8	28-1-2	28-1-4	28-1-6	29-1-2	29-1-4	29-1-6	30-1-2	30-1-4	30-1-6	31-1-16	31-1-2	31-1-8	32-1-2	32-1-4	32-1-8	33-1-10	33-1-2	33-1-6	34-1-16	34-1-2	34-1-24	38-1-10	38-1-14	38-1-2	39-1-8	52-1-2	53-1-2	54-1-10	54-1-3	56-1-2	57-1-2	58-1-10	58-1-2	59-1-15	59-1-20	59-1-24	59-1-3	59-1-6	59-1-9	65-1-2	66-1-2	67-1-15	67-1-2	68-1-2	69-1-2	70-1-10	70-1-2
ko:K00010	0.000270915648292428	0.00016001927962093823	0.0001281883452631586	0.00020256626856818519	0.00029947142708076945	0.00020738922746041846	0.00017745048203027277	0.00019781890764224172	0.0002912750377302985	0.00014601758738112943	0.00016621269085484366	0.00019368935314462553	0.00022712021237493899	0.00023015695117177952	3.5745551653104555e-05	0.00017683663045778668	0.00023839916062820847	0.00014123256899657575	0.00016231078453965027	0.0002208104584120112	0.00014686364826811088	0.0001595787368441049	0.0002067203446570884	0.00017129760002766403	0.00017035753253296428	0.000368551605035064	0.00014633581888963466	0.0001951362807693824	0.00031439148096717344	0.0002745041696923259	0.0001565627509793257	0.00014530890781298795	0.00021935162523582701	0.00015545584257927025	0.0002056626885866758	0.00023663903064180978	0.00011191363325919879	0.00019853858405506676	0.00013060589518282243	0.00019379424654312203	0.0002577555963773098	0.00018956118289244035	0.0002210758322717321	3.547891230453982e-05	0.00019680339947077566	0.00018799192443755923	0.00017882082223163008	0.00020977213332493743	0.00017143917161622753	0.00018814608725555254	0.00016313899299654692	0.00023569808433096935	0.00021172471459337565	0.00020034995241636862	0.00017653848718061403	0.00026311346273103577	0.00022440385846358453	0.0002451196456591946	0.00020718432314600395	0.00018385047890694998	0.0001860003895830538	0.00022711583488197568	0.0002281511914325176	0.0001875726718680834	0.0001871028679395789	0.00017364903181292426	0.00017989057597769714
ko:K00011	1.2644455649430156e-06	3.950852996460081e-06	7.0609406642241755e-06	1.6727583174297127e-06	1.340952550856495e-06	2.64607504546744e-06	3.0326032641506384e-06	2.8912223868091393e-06	4.5608738493714967e-07	8.7895252949318e-06	4.839267348475491e-06	1.5881195377430102e-06	1.3927337061043268e-06	0.0	0.0	1.7046874755589883e-06	1.4518294977308912e-06	5.237193101917597e-06	4.919578861428911e-06	0.0	1.024223696608815e-05	6.1683596327741375e-06	1.3079303619517388e-07	6.26661857634675e-06	6.97712749741952e-06	1.2173300922503112e-06	5.6703786808194134e-06	3.177547862845169e-06	0.0	9.45150938277902e-07	2.1843232391455843e-06	3.223657501870235e-06	1.0542348914347894e-05	5.404870891380581e-06	2.623776783335627e-06	1.073790981781829e-06	0.0	2.361836178993583e-06	2.161841283909607e-06	8.366043458922063e-06	9.543941959093226e-07	2.8831594008288174e-06	3.9333666735015763e-07	0.0	4.612971091650883e-06	7.380888262529093e-06	7.270884607243537e-06	1.141301808510536e-06	3.049192688120971e-06	5.566301428429992e-06	7.144204234142346e-06	7.609517397982019e-07	3.305767879542222e-06	8.842229277022214e-06	1.2458410280906814e-06	1.4214476552042216e-06	1.1220087318043617e-05	1.1001256147455048e-05	8.907013961868179e-06	6.332453827015637e-06	6.045130182840826e-06	1.2814163095999923e-06	6.920037474505843e-07	3.339287955837592e-06	3.943438052905192e-06	0.0	7.967908565894539e-06
ko:K00012	0.0007157650220914378	0.0003686220873204638	0.00034252717810629406	0.0005607053946239158	0.0006736462408778146	0.0007183318779223421	0.00042940145109709473	0.0004726538071040447	0.0007843522968685846	0.00029207763120529524	0.00043348661670010685	0.0005366978222392761	0.0005636584702246388	0.0008124184355771606	8.243129552465099e-05	0.00046325474664216375	0.0007248366045526742	0.00035102051208798547	0.00034673340949007016	0.0005813046438453603	0.00034775088489153	0.0004538303801506594	0.0006474799722135131	0.0003831161677666496	0.00041242614637364484	0.000789666909340955	0.00033183716520236446	0.0005255936050692818	0.0007902813596078577	0.0007135431196972209	0.00028550646594922575	0.0002468781716015146	0.0011210781305892165	0.0003047039146495683	0.000547392959877915	0.0006946979995609866	0.00020781864362174829	0.0005447043813056988	0.00028608934752515487	0.0009757876646170033	0.0007024425487864307	0.0004994827667827467	0.0006815561190085443	7.718668569888448e-05	0.00048413786138143785	0.00042123314308814894	0.0004192206662070044	0.0006523187590070548	0.00039174479324007207	0.0004370444629464357	0.0003667335363116648	0.0007368672104314457	0.0004851902328716098	0.0009281517743784962	0.000321597842089665	0.000796197069220349	0.0011328732291918397	0.0011113525136379292	0.0012553499080103243	0.0004622884852374578	0.00040238350055789616	0.0006716850316128111	0.0005990610826749692	0.00040242410256353803	0.0003756402071406249	0.0005016240788149458	0.0004795701961618488
ko:K00013	0.0005775325340777748	0.000312562921097321	0.0003262181075904	0.0004672529111735914	0.0005362020375127795	0.0005376924905587876	0.0003847807536295009	0.0004364859489212356	0.0006907302495988157	0.00027005206975913066	0.0004135392026542785	0.0004215355114671085	0.0005205308895659698	0.0006088501648241396	8.908533522473704e-05	0.00043091925502644716	0.0006411543774509142	0.00028569633638237627	0.0003267398908994957	0.0005037586458315459	0.00032320381572153073	0.00036181604922328955	0.0005315109595369705	0.0003262366066620445	0.00036093083478295845	0.0006784250752965904	0.0002807013538188882	0.0004047921587636328	0.0006444431061125339	0.0006078550000693312	0.00023865331491725722	0.000235386568598764	0.0004144472259968708	0.00028955923751774185	0.0004806546362381219	0.0006133522983625366	0.00018226977416475174	0.0004855469132764317	0.00023837866407383683	0.0003826368923327302	0.0005761901036406888	0.000508316412708714	0.0006407732414150563	0.00012171659993987633	0.0004098433412107031	0.0003382786840813372	0.00033832237648890977	0.0005835561873781471	0.0003700723464202134	0.00034133803326119567	0.0003227137130113646	0.0006235359874230005	0.0004124317503096476	0.0004068767117513095	0.00027570797296147043	0.0006154795018936287	0.00043240152905352664	0.0004216740644299634	0.0004262811509427458	0.00040891241981885074	0.00034964316407461377	0.000559598716332465	0.0004950263783880589	0.0003739948326900302	0.00033684158806099806	0.0003892233783816437	0.0004060326891588865
ko:K00014	0.0007032123451333432	0.0002540615210141297	0.000267194838911848	0.00045321737501743226	0.0005937914659451905	0.0005937355089481513	0.00029816627630942596	0.00044436587277251887	0.0007319529406920712	0.0002427594222891143	0.0003636600221820876	0.00046637039603018556	0.0004983241676731398	0.00076825929212674	9.902733187729611e-05	0.00040290208225152467	0.0006220935739196799	0.00027961211789910367	0.00025959726466538203	0.0006030055204702022	0.0002486392864941764	0.00032249179949004627	0.0006156395983334184	0.0002900980281181699	0.0003213232954137944	0.0007566371018652223	0.00023407249722933045	0.00037751588786793996	0.0007653824015363301	0.000665018683098556	0.00024289256092770677	0.00022669616239460595	0.0007986826509258465	0.00024490934465011045	0.0004820954634890954	0.0006565766278205016	0.00016439974585013404	0.00048088212066586925	0.00022894552183081772	0.0007240226924465223	0.0006125380990659585	0.0005194771346853682	0.0006496538255145118	0.00014501275657535125	0.0004024318006965078	0.00034251573635739015	0.00029971708624275547	0.0006147229359020157	0.0003464260344043469	0.00035128124243973143	0.00029085934193679217	0.0005767064835744616	0.00048597121220974763	0.0006542497754735694	0.00026273331490722564	0.0006826169522746253	0.0007667954529445588	0.0007647865999730583	0.0006447576053212469	0.00035172277780777886	0.000297751787685895	0.0005825482520530861	0.0005080202262316693	0.0003425026643171618	0.00028460990588473264	0.00048020840757579384	0.0004402217511372689
ko:K00015	0.0007127948433153377	0.0004080061667414599	0.0003684251036564616	0.0005446640183376406	0.0006469993884631932	0.0004971055046195431	0.0004427306272832806	0.0004938272441942706	0.0006991565013809652	0.00033344948765769747	0.0005045766377243373	0.0005175756502790213	0.0005824506148678468	0.0007347040545970166	0.0001099347512349963	0.0005117375106839712	0.0006422831570879458	0.00035383087224603643	0.0003712243675162261	0.0005054199905480302	0.0003961722944350112	0.00044674175673563635	0.0005081123042176354	0.0004332315585086603	0.0004735160282896425	0.0007051898268994975	0.0003341633152633829	0.000541041578109586	0.0005941613264099953	0.0006136600029128929	0.0003378589401700356	0.00034265029161521343	0.0008013090855851915	0.0003527211125873717	0.0005217018436425164	0.0006005714413664415	0.00021615093739794553	0.0005644714414089672	0.0003100015507843508	0.0007474942284198654	0.0006217879434178981	0.0005301693111975488	0.0006768201926067862	0.00019226166287590312	0.0005132947471414907	0.0004642013165611785	0.00044777957306353677	0.0005291462462096175	0.0004158053115566057	0.0004394814384606652	0.00041951406489603994	0.0006690839418577808	0.0005133685134732035	0.000571690013883344	0.000351559460419461	0.0006119239412627892	0.0007875284310370272	0.0007792962236370021	0.0008211808622248405	0.0004480320898851574	0.00046436879008149453	0.0005159743598606618	0.0005114392736565596	0.00046827535287704555	0.00040337638372232886	0.0003923515975500459	0.0004978559105916964
ko:K00016	5.37126336227756e-05	4.610766347020195e-05	3.9391934417742404e-05	6.208932803325102e-05	5.169990226902061e-05	5.304901246839658e-05	3.964894898934883e-05	4.371302104185295e-05	6.868522998680966e-05	3.686057472674291e-05	5.214469370757565e-05	4.709437329866359e-05	6.987620361102426e-05	8.391068746685326e-05	1.2365960300322852e-05	4.676987764435675e-05	4.896065045966255e-05	4.213538233050271e-05	4.091108730956366e-05	3.803119834679671e-05	4.039184133222136e-05	4.764855816307325e-05	4.7394811259735266e-05	4.3574229537060576e-05	4.12488939782211e-05	6.654828691317251e-05	3.758573260027992e-05	4.864276373012421e-05	7.176201610213659e-05	4.9584401327648934e-05	3.479792723301966e-05	3.74849383510763e-05	2.4168261263934162e-05	3.7551823869814533e-05	5.425478166236006e-05	5.736107789850087e-05	3.125403142058312e-05	5.8482347274369024e-05	3.796025878878545e-05	1.8316921893528654e-05	5.410622323625733e-05	5.141170205286022e-05	4.3359356970086265e-05	1.3013947478320145e-05	4.87108010880364e-05	3.592280890849372e-05	3.845775505191328e-05	5.02196567590608e-05	4.537077575033153e-05	4.362276174350148e-05	4.245615189660327e-05	6.932790237347207e-05	5.562414731048378e-05	2.3775471639515435e-05	4.5138561890096646e-05	8.131344087223761e-05	1.8383201544115564e-05	1.6032372922020624e-05	2.3752897331582573e-05	5.521389495615811e-05	4.2473740232725916e-05	6.342666407207989e-05	5.385584530093951e-05	4.727485945252463e-05	4.7780645942855844e-05	4.0751785027382363e-05	4.690972412552303e-05
ko:K00018	0.0004775293522208456	0.00028771228515943087	0.00023789624603046068	0.00035345573392818295	0.00041172542440776766	0.00034222660148289675	0.00028410015068145887	0.00033912308379597215	0.0004679181872042365	0.00022554376748482708	0.00028510844836167316	0.0003722470745468743	0.000376883779432736	0.00043016337476822937	0.00010439660781881769	0.0003349750067143646	0.00043539311770384397	0.00024085166875943375	0.00026876674308528366	0.0003282944336263576	0.0002914581257956713	0.00028373949330052486	0.00037055586312439634	0.0003180242661805522	0.00032127656614992436	0.0004079767540140411	0.00024040944592022847	0.0003659024901838493	0.00040451145117649875	0.0004435322948598746	0.0002320325770182127	0.00023167770975161968	0.0002295636695696443	0.00024413882261931758	0.0003958146689637624	0.0003993585654079532	0.00019733678584600843	0.0003688904266917027	0.00020567853956878716	0.00017752194380903	0.0004177137455739058	0.0003476084087053893	0.000419425286298166	0.00017224016751742402	0.0003771718539422487	0.00031419665375880066	0.0002885860410031908	0.0003397878560844168	0.00028915991482765876	0.0003113092619809874	0.00027062424991934815	0.0003657592921743094	0.0003286673466322884	0.00020438101488922265	0.0002462183764458446	0.0003966740147046101	0.0001934962817656273	0.0001738711627221888	0.00019303177180152387	0.0003056564457556462	0.0003195214812691014	0.00035003659172106827	0.0003224237441021363	0.00032903673949960977	0.0002736383732449265	0.00024392360287367319	0.00030472859152334494
ko:K00019	0.00011483637019224323	4.9677794780067814e-05	5.803695789923481e-05	7.54941522320958e-05	0.00011486408156156913	0.00010621127880087169	4.959360857203193e-05	7.799386976700817e-05	0.0001698929864170354	5.237657743598008e-05	5.4179107141063705e-05	7.61862890355693e-05	9.093640767845127e-05	0.00012401285109183793	2.061629835777211e-05	7.09725258502742e-05	9.724606066027572e-05	6.384677095328134e-05	5.23871150200974e-05	7.626380238703377e-05	5.211668007166021e-05	5.7135289589329026e-05	9.956179129874912e-05	5.633168481089569e-05	5.643238253516679e-05	0.00015966488980989206	4.1948516609885207e-05	6.782885494348973e-05	0.00012557498880977838	0.00011190573349503806	5.327292234165141e-05	5.411686834621106e-05	0.00021412344152845018	5.826747854534225e-05	8.238122455833335e-05	9.780115234427616e-05	3.328972826622672e-05	8.115705950575508e-05	5.1185013668700034e-05	0.00017172512615782273	0.00012466915171322097	8.082004362760157e-05	0.00011644016672209036	2.0459042661643297e-05	6.198738718797434e-05	5.70380426363127e-05	5.687276739821254e-05	9.140436584156353e-05	6.910367797706872e-05	5.5151288036646076e-05	5.51182938729852e-05	0.0001139650340130656	7.408816723209024e-05	0.00015828356973538938	6.856502945536734e-05	0.00013142704591958268	0.00018216818108962812	0.00017459472396909556	0.00019363952572491912	6.171000792989326e-05	5.02330665313772e-05	0.00010639278928107184	0.00010047634247528139	5.112759794283499e-05	6.149503492041303e-05	6.971125263880267e-05	7.224274329988786e-05
ko:K00020	0.0012082914915391046	0.0005886999302217501	0.0005936136360115002	0.0008516292669495793	0.0010452718861724709	0.0009368095458036804	0.000648580460600549	0.000746757463387005	0.0012650627306053605	0.0005636250668107322	0.0007138619491153642	0.0008945742399197842	0.0008622204010134898	0.0014048628236281132	0.0002282235623979455	0.0007855878549025938	0.0010763380213461575	0.0006247971340860043	0.000563829427577803	0.0008675650961511553	0.0006229699476116453	0.0007066087386462615	0.0009983223425530882	0.000672622659111468	0.0007350704665356218	0.001303640727132505	0.0005468159244265123	0.0008002291631213297	0.0012081797530751827	0.001104070766554109	0.0005855846188067462	0.0005690976825058933	0.0013640824056237186	0.0006383551450472086	0.0008207504224851679	0.0009784100085597665	0.0004986566660090834	0.0008283363212077275	0.0005810216051780172	0.0012629486531854509	0.0010596941638107832	0.0007574146676203011	0.000976278326153345	0.00033166205225806835	0.0008142895298671913	0.0006607832119986575	0.0006513550699538365	0.0010816152104529202	0.0006526121642814723	0.0006867152551421021	0.000712618873391931	0.0011683478573936495	0.0008227376126771951	0.001163805956134871	0.0006162083104697846	0.001348098902795072	0.0012454378423814613	0.0011995686198544178	0.0013747271383527928	0.0007218447142249932	0.0006856909829922752	0.0010480869840182952	0.0009172200332018578	0.0007023506055146242	0.0007038382954032275	0.0007982324667210621	0.0007069264180886305
ko:K00021	4.2701600372379e-05	3.753067730494203e-05	4.799585009230514e-05	4.679168135999545e-05	5.621641523451141e-05	4.48777469159769e-05	5.013766790476577e-05	5.35863740964933e-05	4.520470129724204e-05	4.446355171578674e-05	5.734205348578755e-05	5.089446542577511e-05	5.997341075740965e-05	5.265298282192014e-05	2.802807286001845e-05	5.123469153745574e-05	4.347988894463909e-05	4.6566788800422726e-05	3.431715551343881e-05	3.3503447981067966e-05	3.6904503189159974e-05	4.649057385235632e-05	5.507924634803065e-05	5.439511481906035e-05	4.922040390259264e-05	6.18427479490182e-05	4.222188977876295e-05	5.446684560822525e-05	5.278859962129207e-05	4.68384702086013e-05	3.691133058881101e-05	5.466564949680893e-05	0.00013290186664579633	3.837367047815493e-05	5.116139661226205e-05	4.5044811272478596e-05	3.1710849243109476e-05	5.101131219504227e-05	4.674207006066487e-05	0.00013180832138378747	3.8147361763023386e-05	5.4494311828741706e-05	3.465761643492629e-05	3.5734751818445167e-05	4.495603340907235e-05	4.3455460077778666e-05	4.470335346149947e-05	3.341095926304648e-05	4.532669717928819e-05	4.3086225241600545e-05	4.054110857438977e-05	4.647182373269596e-05	5.756934868023793e-05	0.00017230484033234426	4.621320279682367e-05	4.3415980533104266e-05	0.00014275945120349113	0.00015421749511994513	0.00015272513117590096	5.977194960353859e-05	4.1686640099700675e-05	4.3113995073990856e-05	5.087486968107467e-05	4.924760333236444e-05	4.413212163698708e-05	3.037431038187402e-05	4.8781527264932066e-05
ko:K00022	1.620528380978811e-06	5.693779370667528e-06	4.822378532575275e-06	4.588389576553128e-06	1.949952928271881e-06	1.844447361865596e-06	4.262065217991767e-06	2.356323464596964e-06	3.855096589627267e-06	4.097550408257034e-06	3.1838681099522725e-06	1.7391217448330494e-06	2.546161632187603e-06	1.0170369702870163e-06	5.565497858993863e-07	3.7473789325989007e-06	1.964796554754218e-06	3.7688665582860317e-06	3.995207833016396e-06	2.4775334649875107e-06	5.759011178479986e-06	4.7379245498261875e-06	2.0786737620841756e-06	5.81992865593048e-06	5.712254652975251e-06	2.796852298786614e-06	7.158551295867601e-06	4.281802003316133e-06	3.598360082178243e-06	3.103295878956768e-06	4.3599863235458986e-06	4.163349978643999e-06	8.715034410011387e-06	2.969368897226725e-06	4.9352307249403165e-06	1.6423283443888826e-06	1.917184021388071e-06	1.8456145601387335e-06	4.3176137470627134e-06	3.8840716863717846e-06	4.171645510507283e-06	5.571034215599059e-06	3.1302663671078904e-06	4.031304946008094e-07	5.01521909809117e-06	7.574203507474093e-06	8.162198720522494e-06	1.0612486496033749e-06	4.2465888271164166e-06	3.703424972819071e-06	3.702247298368724e-06	1.7615039331132862e-06	3.3492570174231998e-06	1.2261315126798596e-05	5.764427815972709e-06	4.532003283608652e-07	8.36571393673572e-06	8.56286966213575e-06	5.87396102428527e-06	7.478218895985246e-06	7.053014859936925e-06	3.4324297452244897e-06	3.871795483230565e-06	3.4250791901840917e-06	2.656626128443044e-06	2.184810922838899e-06	4.623581857812979e-06
ko:K00023	4.3395251925255614e-05	3.1310970416156696e-05	3.3778161288253214e-05	3.713818837872668e-05	3.979126957173665e-05	4.339368094548369e-05	3.386043389210223e-05	2.987593688482788e-05	4.9544843677670056e-05	3.4417382243845415e-05	2.90070017212087e-05	3.260374546028416e-05	3.3765522563211804e-05	5.249494163720976e-05	9.494661786767277e-06	2.977943680167112e-05	4.419588621337079e-05	2.9727039934547204e-05	2.499554388696885e-05	4.089815519184525e-05	2.200881177771954e-05	2.981658274551506e-05	4.2558057325458e-05	3.4235386137094006e-05	3.403885830134783e-05	5.358018313397706e-05	2.9933159591260915e-05	3.698408844530758e-05	4.820380612978599e-05	4.3015974648918485e-05	3.729579837134236e-05	3.982560598368451e-05	0.00018160759835593804	4.057926534318166e-05	3.147319569503638e-05	4.0125990338552836e-05	3.0133935479150867e-05	3.5492793584890976e-05	3.405585674645592e-05	0.00016812691799448617	3.5349433664624715e-05	3.0018819561645128e-05	6.020120490571741e-05	7.455003627598721e-06	3.172040462512647e-05	3.157959168700925e-05	3.2467797522801264e-05	3.7407279853436035e-05	2.9756684929846964e-05	2.9932110488517096e-05	2.7266003035755037e-05	3.67750558034148e-05	3.229430015474453e-05	0.00014440683965034562	4.083981722969191e-05	4.0564612409488965e-05	0.0001768459667707811	0.00017568652705635902	0.00018729839392558195	3.586642868908683e-05	3.4837905586353144e-05	4.7890569162765235e-05	3.388899987254462e-05	3.238437519326864e-05	3.059634966368564e-05	3.0722580435551194e-05	3.211878141117013e-05
ko:K00024	0.000606045303102655	0.00038895385160326283	0.0003978043168375083	0.0005097609536365477	0.0005323776743579477	0.0005306069760539918	0.00043282913604843594	0.00048540091454916387	0.0006432897324954106	0.0003793736250442222	0.00044546054037156136	0.00046780594857922614	0.0005074824155039883	0.000598333554774374	0.0002146119329746885	0.0004866776685665715	0.0005630442513914048	0.00038826789333398835	0.000379871276434241	0.00044798784878382074	0.0003938479064639126	0.0004326425817675015	0.0005096501950470583	0.00045339646927178035	0.0004669796637975033	0.0006359648689159631	0.0003402976178185975	0.0004893352596528562	0.0006019815213970005	0.0005257313273706398	0.0003930877461128311	0.00034668233372786935	0.0011311739069999106	0.00037421645592549134	0.00047782869676888236	0.0005024795525905275	0.00033140788915075496	0.00048306510851968095	0.00040420897389828865	0.000991549032165437	0.000521657776947261	0.000453404210113045	0.0005755383554495577	0.0002932073513885031	0.00046238511779045187	0.0004114044695895412	0.00044458077252638073	0.0004758722915712195	0.0004003498124308305	0.0004337691522291697	0.0004231654881755162	0.0005041879427193164	0.0005066813695070512	0.0009408089291234253	0.0004078917863009056	0.0005522356318439189	0.0010838391144000752	0.001058353514508645	0.0011054525681298355	0.00045661144259015495	0.0004646791351524578	0.0005283233838738877	0.0004644778831526529	0.00042218949408625764	0.0004373026384432479	0.000385506205465133	0.00042420820082955196
ko:K00025	8.966101382721715e-06	5.762793256363718e-06	9.58352661714345e-06	6.254055889667739e-06	3.954028958268489e-06	6.981020999425193e-06	1.2146176534426192e-05	7.165760873410861e-06	1.3630225577186365e-05	9.597398903980634e-06	1.0577192947051039e-05	9.072404023452315e-06	3.578574167867155e-06	2.8658628426126543e-06	0.0	6.969345547609939e-06	1.6718548058475056e-05	1.3170082077105711e-05	9.280948963771036e-06	4.925946333043102e-06	9.26029101307436e-06	1.0203411448320449e-05	3.645841810455691e-06	1.2606957308525323e-05	1.0219225572513628e-05	8.368326781734729e-06	7.0090422949662796e-06	8.120877600731691e-06	2.9530057236256207e-06	5.009436377663504e-06	4.044886400951634e-06	5.361733111810902e-06	0.0	5.14718699428091e-06	1.0434795373774521e-05	3.7946595596203303e-06	2.5868783170189937e-07	9.550698025858965e-06	3.623485830427561e-06	0.0	4.730781131851833e-06	1.3428626456970218e-05	1.4084892003303721e-05	0.0	8.591541215447305e-06	1.2532995468695027e-05	8.80227276748252e-06	6.486719079802691e-06	1.057135301363644e-05	1.1175394748590156e-05	7.865469631686938e-06	4.996730922797659e-06	9.490732675596958e-06	0.0	2.8342157037971e-06	1.3194773470339995e-05	0.0	6.341242397147269e-07	0.0	8.904235051155468e-06	9.794127427479899e-06	3.2668939145641525e-06	4.964864315117145e-06	6.920484157918952e-06	1.0626337491924814e-05	3.5002802142852737e-06	8.562853852952988e-06
ko:K00026	0.0	3.7718252113623226e-07	6.343098274071598e-06	1.9547395413435526e-06	0.0	0.0	2.2033855342018973e-06	2.02316307987637e-06	0.0	3.0329559747385155e-06	3.3014376416894826e-06	1.939376371819049e-06	4.467818814240924e-07	0.0	8.054833126787927e-06	2.6461628074091504e-06	0.0	4.0889712897158414e-07	4.602081597184539e-06	0.0	3.806042246190463e-06	7.2847412199184645e-06	2.6762267406089423e-07	1.954262915145503e-06	3.477811178803357e-06	0.0	2.3102490766210065e-06	3.8130636238051466e-06	0.0	0.0	1.0681970872220174e-06	6.541294017147074e-07	9.37907756258949e-06	9.7358406088484e-07	2.084671029473159e-06	0.0	2.5868783170189937e-07	2.9191907018362904e-06	1.5268291921728154e-06	1.2439675348072208e-05	2.707663807948575e-07	2.797589578824165e-07	0.0	9.269257673216311e-06	2.113820084713483e-06	4.264286803195585e-06	2.299651223305803e-06	0.0	5.233828940082382e-06	3.2700696565968574e-06	3.474390248680858e-06	0.0	1.5153909844212526e-06	5.762791872304679e-06	0.0	0.0	1.5094824851027772e-05	6.536099528139956e-06	1.2829887432852367e-05	3.2853710696761694e-06	3.987251544252702e-06	0.0	3.5999289859534633e-07	3.815593317043717e-06	2.6305612724135693e-06	0.0	8.03422962551629e-07
ko:K00027	0.00012431141842810656	5.8800761628963076e-05	7.777992257363789e-05	7.536137937424103e-05	0.0001051674037963415	0.00013241707155297873	6.473070234535588e-05	6.440585265849198e-05	0.0001314844553031965	7.134754782473938e-05	6.436673198381009e-05	6.225405036383135e-05	7.757105183060179e-05	9.754597360773071e-05	3.859006837396607e-05	6.07931194806584e-05	0.00011709020232231333	7.68973592346933e-05	5.555220338197634e-05	9.156295704259009e-05	7.054989706413275e-05	5.786650446275499e-05	0.00012236941101442396	7.2515916926709e-05	7.651746035139966e-05	0.00013843118124878476	5.958379284499425e-05	7.333019767900295e-05	0.00013373518158678912	0.00010304365277497791	7.045554562470074e-05	7.204459957783789e-05	0.0003335870347150092	6.664381124328481e-05	7.457051706386747e-05	0.0001110706388114629	5.753886465247299e-05	9.739559275989402e-05	8.681005517168625e-05	0.0003240412551628762	0.00010267881861468713	8.346247521956294e-05	0.00010591651933124684	5.0667639402904275e-05	6.435282320063477e-05	5.7824843175163025e-05	6.545370680014803e-05	9.835330133458059e-05	6.333843850450157e-05	7.121995406912592e-05	5.7962421950824946e-05	0.0001231123040643953	9.588437107751357e-05	0.00024792068485594436	6.911800098214102e-05	0.00011944988606113842	0.0002994851775871253	0.00032997958091964853	0.00034368419145886295	7.579343854505448e-05	5.449880523268096e-05	9.11711452926728e-05	8.804588341703397e-05	6.34903402810447e-05	6.941704783797848e-05	8.623176902721677e-05	7.550571512713218e-05
ko:K00028	0.0	2.5680727249737925e-06	3.442162097352305e-06	8.537282311429535e-07	0.0	0.0	9.223133186641026e-07	2.933977791783711e-06	0.0	2.8363855522101723e-06	5.216868535596151e-06	1.0505030365730169e-06	4.881505741485454e-07	2.8384865761422466e-07	0.0	1.2905774590125738e-06	2.528759470264608e-07	1.0780687414838512e-06	3.2757190501604857e-06	0.0	2.6878946940006274e-06	4.725239994390129e-06	2.899245635659687e-07	7.525869567381522e-07	6.056131935028755e-07	0.0	2.6095305160911377e-06	1.727182267094201e-06	0.0	0.0	0.0	8.991318061042153e-07	0.0	1.2100084332547033e-06	1.8936568940745536e-06	0.0	3.501038323785104e-07	1.9772641666956796e-07	0.0	0.0	0.0	1.4643162794843779e-06	0.0	0.0	2.391461937468393e-06	4.024745670415208e-06	1.1774110153365776e-06	1.0508408189416952e-06	3.505308612238088e-06	1.40160367933396e-06	1.3205497127979222e-06	0.0	0.0	2.4989686391726346e-06	2.843653927054534e-07	0.0	0.0	0.0	1.9914274265570634e-06	3.7469722167323903e-06	2.75700189158074e-07	0.0	7.478980666036879e-07	1.2480263640757545e-06	1.117091887093819e-06	0.0	0.0
ko:K00029	0.000891805813202715	0.0004900710406009489	0.00048744212537160105	0.0006377182579776208	0.0007651980773302468	0.0007355651182805856	0.0005292553036400165	0.0006751768380546853	0.0008949706213186073	0.000435063176046983	0.0005873837301893	0.000676881999161228	0.000723949855795621	0.0009773030030215484	0.00013623781957639518	0.0006184755350528941	0.0008705294747335725	0.00042451758183826357	0.0004458381124030035	0.000646403222889599	0.0005081619449027561	0.0005238021822587284	0.000675974779732621	0.0004939962477423648	0.0005855688517293184	0.0009608706826567471	0.0004142843153697584	0.0006072154126078206	0.0008183172517599246	0.0007461470388861131	0.00035287710157120216	0.00037806805313678736	0.00028781600837226944	0.000416716552866812	0.0006516869328693609	0.00070879009048511	0.00040557185613345403	0.0007134191363638091	0.0003468485372887219	0.0002703480418391265	0.0007955795217745109	0.0006364851275688074	0.0007737422261217299	0.00021093407119404526	0.0006562151025618372	0.0005268356446280866	0.0004808043251729263	0.0006938797135430697	0.0005694104482492421	0.0006088849360046202	0.0005351908709235528	0.000810128784031235	0.0006963742460004802	0.00024026136596758883	0.000363427505227613	0.0008316086970169094	0.0003044954184479147	0.00026809865175911703	0.00028723887872873094	0.0005914832370204419	0.0005145655670493007	0.0007132506477077985	0.0006752491448236717	0.0005276328422484609	0.0005098131763787243	0.0005270313638609799	0.0005922058492024946
