,Acid Lake,Deep Sinkhole,Mesopelagic,Platform,Shallow Sinkhole,Surface
met_Vinyl_chlorides|Chloroalkenes,5.333634404538895e-05,0.00010004455996494015,7.391406323518098e-05,0.0003759565580988546,0.0001658253833214001,0.0005805740642299333
met_Chlorohydrins,0.0003221005184243167,0.000263714612636625,0.0002383926434916,0.00020268469813325383,0.00022092426117341428,0.00020748457932804443
met_Chromones,5.381950925918555e-05,0.00030638418139805,0.00010758392581852512,0.00031083014320764545,0.0003247588887082,0.0002645749901988067
met_Colensane_and_clerodane_diterpenoids,1.2344288202243599e-05,3.2744757066073375e-05,3.282231465483299e-05,5.6003893681121075e-05,3.320066215232372e-05,6.736930179590759e-05
met_Coumarans,1.1431577186810722e-05,4.010723889133456e-05,4.690265244806714e-05,9.735897301890468e-05,4.134083672597707e-05,0.00012191406220563939
met_Cresols,3.836015253396183e-05,0.000279765491873237,0.004174232407700209,0.0003512564442647694,0.00012280856849094447,0.0005089650479275245
met_Cyclic_alcohols_and_derivatives,0.0123256875353435,0.03153506224493146,0.0236821283956062,0.037083443118541115,0.03143619878529875,0.03802522448090237
met_Cyclic_depsipeptides,0.00025883912242328887,8.771734279039167e-06,2.356548118444422e-06,4.893758191247523e-06,8.334799804609948e-06,8.69974021194448e-05
met_Cyclic_ketones,0.0063473686846952995,0.0105172797760455,0.008510365446463851,0.014485311203700564,0.012054635975432484,0.015815922951771987
met_Cyclic_olefins,0.00171010177459635,0.0014061814753182499,0.00143137920052945,0.0011258177056887818,0.0012303166120112786,0.0012398288461261601
met_Cyclitols_and_derivatives,0.0013041769972101666,0.00471843708270705,0.0032489374936460497,0.005258476549384063,0.005185651345471228,0.004439554039591153
met_Cyclohexenones,0.0016827768371480334,0.0031290708828946873,0.0033177444786386,0.004813774131564309,0.0037551717628016143,0.0052670170065230466
met_Cyclohexyl_halides,3.5850221797040983e-06,5.211912643701581e-06,1.5511931403818212e-06,4.294961416109403e-05,7.772988088583451e-06,7.766666884141653e-05
met_Cyclohexylamines,0.0013614337463191666,0.004726412335704075,0.0034145417444752498,0.005244182378042846,0.005156361121301722,0.0044217009994909065
met_Cyclopentanols,0.0008522657360943833,0.00042859953997923753,0.0008173949960329,0.00038379511979095453,0.0004650399749058929,0.00037459561955821997
met_Cyclopropanecarboxylic_acids_and_derivatives,0.00011206186614384154,0.00013477236242041523,0.00019792588840699998,0.00017938475989470466,0.0001731885654329,0.00019081538749077256
met_Cysteine_and_derivatives,1.668033526160705e-07,3.8382792341059694e-07,1.9916235079551008e-06,5.632086354671433e-07,9.72518811025864e-07,6.996266375887109e-07
met_Delta_amino_acids_and_derivatives,6.065229494528641e-05,0.0003274882823674375,0.00037062383591695,0.0005270314100439636,0.00045119558209022855,0.00042550683152522663
met_Gamma-amino_ketones,6.065229494528641e-05,0.0003274882823674375,0.00037062383591695,0.0005270314100439636,0.00045119558209022855,0.00042550683152522663
met_Delta_valerolactones,0.0020238662332872333,0.006816559517153113,0.00576111599402395,0.007553207889415609,0.006734592500919572,0.008574971541182958
met_Delta-4-steroids,0.00040081669689994993,0.0004202996738346875,0.00037913271618245,0.00034160117186843634,0.00033833078104895,0.00035649908214108
met_Delta-5-steroids,0.000529423029855735,0.00013678438640435695,8.388099985087648e-05,0.00013197508462216585,0.00010701064652428836,0.0001265945473022462
met_Depsipeptides,0.0008244851360940834,0.000388612584846075,0.00020695415445605,0.00039265106681742723,0.00036325593646269286,0.00047014276513154666
met_Diacylglycerols,0.0014012975744068501,0.002019310226281775,0.0021056220198267,0.002128220556986991,0.0018377020067589002,0.0020373679464378734
met_Phosphonic_acid_diesters|Dialkyl_alkylphosphonates,0.00016004239489081666,0.00012938029831795,9.975982307049402e-05,9.633339050391761e-05,0.00011859669304381936,9.195810969560914e-05
met_Dialkyl_ethers,0.11005162557347548,0.1008969900124837,0.09335162608484705,0.1024713569018517,0.10644369614845074,0.10373778472089336
met_Organic_peroxides|Dialkyl_peroxides,1.9149677848670138e-05,7.594090878225852e-05,3.2779728177568244e-05,0.00020353588607765455,0.00012079031750649245,0.00026249194876023336
met_Dialkyl_phosphates,0.00018993349143558332,0.0003480454394835625,0.0002541419253125,0.0004353302507885273,0.00034597467282542854,0.00043025858326579996
met_Dialkylamines,0.0018360987604573332,0.0034648029953776626,0.0030406258557142,0.0043381709353148,0.003906295374973321,0.004243151719810493
met_Tertiary_alkylarylamines|Dialkylarylamines,0.0038300868641366163,0.0033856098643399,0.0034414153042207,0.0035056176282450544,0.003510077788627143,0.0036808316112526733
met_Dialkylboranes,1.3144962877999958e-06,2.9562461786798957e-05,1.5217878425222273e-06,4.454759970565201e-05,3.4193833058034606e-05,3.107668684523094e-05
met_Dialkylmonoacylglycerols,0.00020816161569111666,0.00020684568459245,0.0002735251457328,0.00024688014207109333,0.0002552262948184143,0.00021569669056588527
met_Dialkylthioethers,0.000207020257262916,0.0007886623562784625,0.0008851293642687,0.0015062729818795543,0.0009334271739729358,0.0012391664264299802
met_Diazinanes,9.539652203963281e-05,0.0005401529452963125,0.00033086729982936044,0.00042863800419944544,0.0003810140510889143,0.0003111514886908196
met_Diazines,0.0017730839562872167,0.00236289589588205,0.0022192226349138,0.002544620484385109,0.0023698980958262285,0.002706418073376
met_Dicarboximides,0.0002648264168791,0.0005278618854476625,0.000376024614309,0.0007048687744865454,0.0005887245192310357,0.0007691733716004467
met_Dicarboxylic_acids_and_derivatives,0.06017059263729516,0.057449339297375314,0.04341091853869235,0.06159006141869821,0.0586984386196577,0.0638599214844269
met_Dihydrofurans,0.00034581662829883335,0.001019190390576475,0.00058591251958285,0.0013857584380918182,0.0010813217722936785,0.00166778614342238
met_Dihydropyranones,0.00013778855073778333,0.0002892771719165875,0.0001775666151542,0.0003686054910787545,0.0003724853696605714,0.0005155597679450933
met_Dihydropyridinecarboxylic_acids_and_derivatives,5.242198572555566e-05,0.00020074779666421635,8.863501479566322e-05,0.00038614502564261825,0.00024119588367244285,0.00032405362195654663
met_Dihydropyridines,0.00010373493351365556,0.000515547488150625,0.0002175413907879,0.0008332442130550272,0.0005707427563534571,0.0009992224010136267
"met_Dihydroxy_bile_acids,_alcohols_and_derivatives|Taurinated_bile_acids_and_derivatives",4.776119595063888e-07,1.934589393772971e-05,7.196270130342175e-07,1.2305178467882826e-06,5.003422993276644e-06,3.0921035825329835e-07
met_Dimethoxybenzenes,4.018230960885203e-06,9.706608545053762e-05,1.4048703351299017e-05,0.00013453624590392782,0.00013157850884605362,0.000103304752053137
met_Dioxanes,2.348909430256045e-06,7.110994321967079e-06,2.003553190086638e-06,2.9574877684836513e-05,2.2639964652578464e-05,2.810819830513933e-05
met_Dioxolanes,1.4120699509485362e-05,8.503474891779232e-05,3.9504160182537014e-05,0.00010811544954838864,0.00011809447606891371,8.585085896029254e-05
met_Dipeptides,0.00021660392022851668,0.00014119664218250597,7.843163151863423e-05,0.0002837943291099818,0.0001879955692629936,0.00041215598488772
met_Diphenylmethanes,6.437133976314181e-05,5.5680768354187386e-05,3.382104553983853e-05,3.754573020264463e-05,4.051937453929972e-05,3.6004033774475597e-05
met_Diradylglycerols,0.0030537339862002836,0.003965474578747987,0.0037763344338641,0.0037901620843414276,0.003643965880926064,0.0036817772983853267
met_Disaccharides,3.2291139022658095e-06,3.422060084088453e-05,4.9591674047432195e-06,1.050258122355743e-05,3.2531652362332195e-05,4.1903319572959175e-05
met_Diterpene_glycosides,0.00043855593041717574,6.986513048325168e-06,1.0985280171530945e-05,9.622560369596398e-06,1.2160307811126044e-05,1.1244426233875614e-05
met_Diterpene_lactones,0.0005190716054392167,0.0013153099719474875,0.00083976167380045,0.0015737739339638272,0.0012669987807906356,0.0017314233110803665
met_Diterpenoids,0.0045403433627327,0.006396191495611187,0.0061585222597517,0.008269383012828445,0.0074265488150265,0.008662462694293568
met_Eicosanoids,0.00022880549705175,0.00017153587255785,0.00014719999897975,0.0001163839584232784,0.00014040641320554225,0.00016167163626542487
met_Enamines,9.905221851071879e-06,8.868178323784132e-05,1.128723686695004e-05,0.00022832852077190908,0.00013039898359696952,0.00048737963574504
met_Enoate_esters,0.0053095165532241,0.01016011002078605,0.0067144838230752,0.013939391044347117,0.010981646972116907,0.015208525277358413
met_Enol_esters,0.00010128425407548395,0.0002975676187707125,4.2037194121201567e-05,0.0003387506164511909,0.00034468204707526433,0.00043982042778343335
met_Enols,0.00012073140752228208,0.00046055186961281255,0.00020066382441765,0.0007355994023692091,0.00045212537203587146,0.00097354522086582
met_Enynes,0.00010375037107522974,7.256922566447385e-05,6.953296474775389e-05,0.0001014824155424139,0.00010302491865453534,0.00010508224971526364
met_Epoxides,0.0012733620532277667,0.003034002240352375,0.002764321912895,0.0038581830581926363,0.0035761244460269857,0.0037439270928635734
met_Estrane_steroids|Estrogens_and_derivatives,7.314975201151076e-05,4.088980585574692e-05,4.785071833893207e-05,2.854212947515562e-05,3.7118618750507265e-05,2.9037353892265122e-05
met_Ethers,0.13996824123834511,0.1431838172827685,0.1212685743147782,0.15129640833131683,0.1506168878525786,0.15143990315062472
"met_Eudesmanolides,_secoeudesmanolides,_and_derivatives",9.496793916957358e-07,1.3434732753226949e-06,7.747488565387708e-05,4.2184310821171315e-07,6.328308853949e-07,1.8065389539331975e-06
met_Naphthofurans,9.496793916957358e-07,1.3434732753226949e-06,7.747488565387708e-05,4.2184310821171315e-07,6.328308853949e-07,1.8065389539331975e-06
met_Fatty_Acyls,0.4962223929710643,0.45337765964498394,0.46856965563292674,0.4468057919416802,0.45086437993431655,0.44773750188215394
met_Fatty_acid_esters,0.06918837217059937,0.0686600789127792,0.06047576782326975,0.07931685043861299,0.07370220830794451,0.08272353435101887
met_Fatty_acid_methyl_esters,0.012793385360082383,0.022786950109385064,0.0249526656348632,0.028397620286019224,0.02723165083724107,0.030838726873791786
met_Fatty_acids_and_conjugates,0.15078570106546837,0.1334996987695128,0.13297186534273892,0.1353199285996351,0.13597820332843794,0.13427735218313439
met_Fatty_acyl_glycosides,0.0011734471855257501,0.0007505330724682125,0.000850279805606,0.0009110803813298092,0.0007028380471256999,0.0011098763015282
met_Fatty_acyl_glycosides_of_mono-_and_disaccharides,0.0010615194101104332,0.0006117300778556249,0.0008138131916508501,0.0007919472583789183,0.0006140577101149287,0.0009956419019900933
met_Thioesters|Fatty_acyl_thioesters,7.122361167090684e-05,6.482446284590902e-05,0.00010392950797520964,8.405554469249705e-05,8.69265147221607e-05,0.0001969604314644392
met_Fatty_alcohol_esters,2.5389764131448133e-05,0.0004994092747463985,1.0670098752515737e-05,0.0007338999497999044,0.00015637789413573022,0.00024508528457052397
met_Fatty_alcohols,0.01611934381406738,0.019007222714934224,0.0224472072480542,0.020875717011491966,0.024026467928343728,0.020752113424337727
met_Fatty_amides,0.4899669219688613,0.48451331630873284,0.5249210852074846,0.4645441820234896,0.4694486356444094,0.4572566883299617
met_Fluorobenzenes,0.0016079884294715333,0.0014426711950342374,0.0012935297760938002,0.0014957283530813818,0.0015048996935486572,0.0018393575296359733
met_Fluorohydrins,0.002814524506563817,0.0033533501909132,0.0025443667010214997,0.003290372876203027,0.003041901685445093,0.0035069667625994604
met_Furanones,0.0003407286057336,0.001136081031838775,0.0006291195792724,0.0015129375917273182,0.0011492784825496787,0.00178906679501772
met_Furans,0.00011132203527139265,0.000372487151215425,0.00014378735626027054,0.0004885757644811,0.00046798256077127857,0.0006969712019188867
met_Furofurans,0.00020046186978478335,0.0003039398319763625,0.00018679030925735,0.0003273259894547295,0.0002432827842163248,0.00018817556157084506
met_Furopyrans,0.00013251177349107678,0.0006151200604963625,0.00040876754611455,0.0007639308759530364,0.0006179016727995857,0.0006308822817044334
met_Gamma_amino_acids_and_derivatives,0.0006212064074213,0.000460594061823825,0.0004253317154414,0.0004539557977235818,0.0005804797000067929,0.0005570744812033
met_Gamma_butyrolactones,0.0020659937194601667,0.005225663072928775,0.00358467234348635,0.006046996342430728,0.005207893407181393,0.005507204462153407
met_Gamma-keto_acids_and_derivatives,0.00026367938706018334,0.0014043627656697125,0.00055575062132135,0.0017942366124801907,0.0018459673681289358,0.00187114366623212
met_Gibberellins,0.00011104487317253207,0.0002128395207443988,0.00012198033778604468,0.0002724419219833273,0.0002937139619538779,0.00026829928003233326
"met_Gluco/mineralocorticoids,_progestogins_and_derivatives",0.0005378565920848834,0.000767487652060775,0.00048549749927625,0.0008089703441182909,0.0006517957304525214,0.0007464648587583466
met_Glucuronides|Glucuronic_acid_derivatives,0.0011137195083412666,0.0016508145468523252,0.0014536293043171502,0.0015586096343851545,0.0015007434468671786,0.00084808315720052
met_Glutamic_acid_and_derivatives,5.824521201520326e-05,0.00018162435127235473,0.00013871807882475,0.0002568152727821145,0.0002521724236224635,0.0003990666749226933
met_Glutamine_and_derivatives,0.00099421670398445,0.00255867986631465,0.0016373742612334,0.0029147171301598727,0.002288237492828007,0.0029308566811694996
met_Glycerol_ethers,0.011325395119772999,0.010593185717452137,0.00944597981269245,0.009818793016542437,0.010711221717432707,0.009454705959635133
met_Glycerolipids,0.016579197716940733,0.017484955947450476,0.0141464743734655,0.018674004172135283,0.016684503484149276,0.016186026467555258
met_Glycerophosphoethanolamines,2.881452996458549e-05,9.492880342189838e-05,0.0001405765213167221,0.00010841716206814425,9.439235395699386e-05,0.0001253791568524695
met_Glycerophospholipids,0.0007129750843411333,0.0005813249652003875,0.00042797911301555003,0.0005630707378720818,0.0005501959430523143,0.0006535637076590867
met_Glycinated_bile_acids_and_derivatives,0.0,2.4355791867675077e-06,5.35816541955916e-05,2.2699057515664773e-06,9.720510240919119e-08,3.5570264023495902e-06
met_Glycosphingolipids,6.525688293900626e-06,3.0000663558785732e-05,9.054846434053173e-06,2.906229157391704e-05,1.9043998337546848e-05,2.8865478323260468e-05
met_Glycosyl_compounds,0.0067226999529276165,0.013476796702680663,0.0102738341555033,0.015667104200188027,0.01396984536102788,0.013366703648695247
met_Glycosylamines,1.5185576818469927e-05,1.9818331165902815e-05,5.127245223460321e-06,3.600771521947484e-05,3.094695020714721e-05,7.518849588511406e-05
met_Guaianes,0.0005828857726711167,0.0003072879657365375,0.00035182444552285,0.0002787119761460909,0.0002980677833049071,0.0003538728212523933
met_Guanidines,0.02658895010767795,0.02447546896301906,0.02261323300786635,0.02540322297529121,0.022463214094646942,0.02483168876715033
met_Haloalkenes,7.035015295225919e-05,0.0002023068750261625,7.59081304432639e-05,0.0005157126748543818,0.00024184001542845002,0.0006714449474310266
met_Halobenzenes,0.019609984846795284,0.005434010081725888,0.0016617091822717501,0.004777533836429291,0.0055895024079454575,0.004333073661702206
met_Halogenated_fatty_acids,0.03467117900825837,0.00351345361067245,0.0005699771677211,0.0027798301291112816,0.004133034886292871,0.002226562951023313
met_Halogenated_steroids,0.0008240530025269499,0.001168919215033275,0.000800378352479,0.0011630554627437637,0.0009859274586592214,0.0011129570857949
met_Halohydrins,0.0032630092851117167,0.0039160537877024,0.0029654550600203,0.004008774636341464,0.0036536340537735787,0.00425527105519284
met_Halophenols,0.0011881016460249833,0.0009015316359001124,6.841214759915132e-05,0.0007921488848349,0.0007995133588022286,0.0006850647083841067
met_Halopyrimidines,0.0004480184346470167,0.00010133120892687166,2.1565623035805667e-05,8.992686903090279e-05,9.625398520015068e-05,7.404037995380634e-05
met_Hemiacetals,0.0004093786903469167,0.000476583159805725,0.00020274803560845,0.0008969092396667727,0.0005325225565989286,0.00101112531816952
met_Hemiketals,0.00117786445511125,0.001439760129466175,0.0011616413711831,0.0013558509689486,0.0014226456845539785,0.0016028498342130868
met_Heteroaromatic_compounds,0.020622853708315698,0.021166376995515362,0.0145746794947397,0.024604486264476925,0.02174575486414681,0.026565523275171928
met_Heterocyclic_fatty_acids,0.00011253868754202356,0.00025813409699858747,9.183502412733601e-05,0.00028745342949160907,0.00023708576730867143,0.0005346752077589267
met_Hexacarboxylic_acids_and_derivatives,8.235928883486701e-06,3.474429039899522e-05,3.961252279052481e-06,1.6962405400607887e-05,3.0125102254367687e-05,3.356183088673015e-05
met_Hexoses,0.002222883961444717,0.0029962031421222127,0.00217998672168085,0.0033808758114518543,0.0029288419967053573,0.0035164590323247735
met_Histidine_and_derivatives,5.807246708570769e-06,2.1943702210300337e-05,6.0540059112329035e-06,5.970153661248972e-05,8.371662516200986e-05,1.5363733845406116e-05
met_Hybrid_peptides,4.648761161726712e-05,6.091666266482601e-05,3.3459164039115115e-05,6.25774213382495e-05,6.223721933768825e-05,7.50761959670455e-05
met_Imidazolidinediones|Hydantoins,1.896142008492982e-05,9.603691625015356e-05,1.3134350070959464e-06,0.00010482450144477752,8.783325260284349e-05,5.9837799176372e-05
met_Ureides,1.896142008492982e-05,9.603691625015356e-05,1.3134350070959464e-06,0.00010482450144477752,8.783325260284349e-05,5.9837799176372e-05
met_Hydrazines_and_derivatives,0.00022643449548588333,0.000882435524023775,0.00073805780764705,0.0009909887320537,0.0009233862485521714,0.00074751819288962
met_Hydrocarbon_derivatives,0.9981574104148198,0.9985270470761588,0.998519549551065,0.9988076324584022,0.9987047791219836,0.9987023719281645
met_Hydrocarbons|Olefins,0.0019247146304073332,0.00153534652230075,0.0015383316776977,0.0012603917764646454,0.0013563128990061644,0.00136779698048158
met_Hydrofluorocarbons,0.00022128102219087862,9.135232815427878e-05,9.664564753207117e-05,0.00019882984945385432,0.0001483772373491033,0.00020697211549997423
met_Hydrophenanthrenes,0.0004317828112537666,0.0009241305497238875,0.00048006330568135,0.0012589363588457728,0.0011932804152961572,0.0016070419065681533
met_Hydropyridines,0.0005213690576231833,0.002774998586635475,0.00086421052586995,0.0035931400988749728,0.002898389323831893,0.0036977598194528533
met_Hydropyrimidines,3.5705149904958975e-05,0.00010401422668668403,4.413880765836119e-05,0.00015116089596532104,0.00013332097099606315,0.00013049286473164432
met_Hydroquinolines,0.001361156579531,0.0015277217176705876,0.0011999830592682999,0.0015284838856529546,0.0015433273741165573,0.0015344038749293
met_Hydroquinolones,0.00035212010377416665,0.0003099324274862625,0.00018676572813310002,0.0002638174736965909,0.00029093219983525,0.00025021084011998666
met_Hydroxamic_acids,0.0004990838510421999,0.000836651560998975,0.0004690141533207,0.0009281932634981817,0.00078744108115455,0.0010659364076028334
met_Hydroxy_acids_and_derivatives,0.013341760747865083,0.02308293264209786,0.01667468104615505,0.027054659623326417,0.0231528196969078,0.027459590293823725
"met_Hydroxy_bile_acids,_alcohols_and_derivatives",0.0007255920763005167,0.00033334600300490003,0.00038510774424694997,0.00046870577863680903,0.00039211529323609286,0.0009257449672363
met_Hydroxy_fatty_acids,0.023317520779364016,0.016009050601031215,0.01104002307266775,0.018698872671074455,0.0168923876120442,0.02263927957019623
met_Hydroxybenzaldehydes,0.0005383046558296833,0.0005995890055164875,0.00039425873355005,0.0006355712375290818,0.0007677971398575143,0.0006844136721817866
met_Hydroxyeicosatrienoic_acids,8.144944547990241e-05,4.540488797925715e-05,5.842194750872236e-05,3.532432307270743e-05,5.1662444094317304e-05,3.6759720643863124e-05
met_Hydroxypyridines,2.9889575612077474e-05,9.63625819380178e-06,4.105527177880421e-06,2.222621411714171e-05,1.1079961746805728e-05,0.0001159523769793086
met_Hydroxysteroids,0.00214698018471915,0.0023213385659874874,0.00432737543059835,0.0022800525009257634,0.0018143022067765356,0.0024835536084707468
met_Imidazoles,0.0012982239750607,0.0014525124247858124,0.0017900472492479499,0.0018721405513446908,0.0018588650777607572,0.0019161047640651734
met_Purines_and_purine_derivatives|Imidazopyrimidines,0.00011279939373176152,6.116494459900603e-05,3.332358904178265e-05,7.91305814277514e-05,8.901083929322105e-05,0.00010832067740394832
met_Imidolactams,0.0006227708946926,0.000654565665243725,0.00044970585870435004,0.0007640679023809,0.0006938915056759713,0.00085283014973184
met_Imines,0.020821323866158998,0.018931141423487098,0.016849600377502348,0.01924713012901741,0.016944198446070095,0.01882249622351662
met_Indanes,0.00014886900822273333,0.0001522745126208625,8.628020268646584e-05,0.00015540944831184329,0.00014531514549118664,0.00015048945252438362
met_Indolecarboxylic_acids_and_derivatives|Indolecarboxamides_and_derivatives,1.4644001525759727e-06,5.905690894790939e-05,3.6242149810692565e-07,0.00035676046711482725,0.00013980759985908006,6.0901501697713184e-05
met_Indoles,0.0009251087656613334,0.0010596322572369375,0.0008023447717196,0.0013982400452910001,0.0011104228674534643,0.0011306601625458265
met_Indoles_and_derivatives,0.0008914257136676834,0.000913411715249175,0.0007039110310539,0.0012405379700393818,0.0009661273437819786,0.0009874200317591868
met_Iodobenzenes,0.019844245510792533,0.004141931247204675,0.00033617027979755,0.003304288560718391,0.004121259478966336,0.0026301362139650197
met_Iodophenols,0.0006422093585758833,0.0003363337674032125,1.5854551658572397e-05,0.00025628595771680726,0.00029716707220691426,0.00023380650034245958
met_Iridoids_and_derivatives|Iridoid_O-glycosides,3.657114395795265e-05,0.000191693892958625,4.08832237040254e-05,0.00022834435928343637,0.00018523879957361427,0.00013128148084505357
met_Isoflav-3-enones,0.0010090364757567667,0.001217789290184275,0.00101321733113515,0.001264666411956291,0.0012523951742812428,0.00128419303480928
met_Isoindoles,8.104740276834369e-06,4.332830759769107e-05,3.057602935021144e-06,6.756871445863292e-05,6.145930604498609e-05,6.86360769134222e-05
met_Isoleucine_and_derivatives,0.004764398361274584,0.0014336789018122751,0.00133656559613775,0.002559780399092591,0.001830646203652557,0.005201195840665734
met_Isothioureas,0.0,1.3393231883023713e-05,0.00035555647747955387,1.1895208509089474e-05,2.1616717527993374e-06,2.2380412305735495e-05
met_Jasmonic_acids,7.116861036704467e-05,0.000196570825179925,9.039193640076693e-05,0.00035806462718424546,0.0002583851819721643,0.0004349291483766533
met_Kaurane_diterpenoids,2.7852933659505097e-05,3.982076258515905e-05,2.82886717690131e-05,5.2518233775904655e-05,3.4992648679948637e-05,0.00015258856296731393
met_Ketals,3.6663618040889873e-06,1.019334142361466e-05,1.5679405073427048e-05,2.2221415274373465e-05,1.2232045600115383e-05,5.950108931426627e-05
met_Keto_acids_and_derivatives,0.0003776626000915667,0.0020619777404037,0.00084340643727625,0.0027225576199422456,0.0025284091754544575,0.0025969553319174134
met_Ketones,0.0325856323266131,0.041344628947596065,0.03069513106624335,0.04786244246631281,0.04300746069637322,0.04971839864556357
met_Lactams,0.01317709324219075,0.009578887226562686,0.005930277443283749,0.010892407323147328,0.012390020533015687,0.01074996142001692
met_Lactones,0.021825462541138863,0.027820881734326272,0.01994481088517295,0.03257143303273798,0.028234236737497264,0.034596557490313616
met_Leucine_and_derivatives,0.0003806682610864858,2.5117129682438643e-05,1.3808709051833864e-05,2.352843686453472e-05,6.272486968062907e-05,2.737735235177263e-05
met_Lineolic_acids_and_derivatives,0.003880529555357217,0.004633072760602263,0.00466425758224825,0.004806976690072154,0.005110777132217007,0.005098572518250313
met_Lipids_and_lipid-like_molecules,0.7185983527637637,0.6899458112405443,0.7112216195993808,0.6866994025566722,0.6817980638813282,0.6826103206252367
met_Long-chain_ceramides,0.0001938143096958,0.00011547650249995353,0.00014194406111836758,0.00010711778116326851,0.00011524768415756311,0.00011335207295100626
met_Long-chain_fatty_acids,0.010996643473809799,0.011129320066641525,0.011661387567787701,0.011667991626553754,0.01258743109244865,0.012018695685299393
met_Long-chain_fatty_alcohols,0.0016549335503968333,0.0020096863690151623,0.00245803814274905,0.002368044345570664,0.0026341423804833214,0.0025226381569493
met_Lupin_alkaloids,0.00042978173350576666,1.5157566657591702e-05,2.3500309627770623e-06,4.380835351793629e-06,3.4192569748741495e-06,8.564893608903545e-06
met_Macrolactams,0.009457768440558916,0.0012744117912566375,0.0005290733578698,0.0011458600680389363,0.001563449981266157,0.0011343056165564133
met_Macrolide_lactams,0.00047296633081795003,0.0002561224815532625,0.00013971036678375,0.00023095472399462726,0.00023089585848927143,0.0003124192167296667
met_Macrolides_and_analogues,0.0010164045722396667,0.0007229092888438875,0.00043196105843994995,0.0009181581704332999,0.0007210295846692142,0.0011589078449343734
met_Medium-chain_fatty_acids,0.0361672633231894,0.007950411065877825,0.0035374944758025002,0.007955833774590144,0.008765651867104936,0.00842551168543096
met_Medium-chain_hydroxy_acids_and_derivatives,0.0017865002035593834,0.0025554215583808,0.00149456710372815,0.003262490445397763,0.0028817427423114715,0.0035232166239665135
met_Methoxyanilines,3.595596481187839e-06,1.230482242583211e-05,5.8158055100245785e-06,2.9219867557075376e-05,1.8832699863110264e-05,5.972332745571711e-05
met_Methoxybenzenes,0.0009789436233888667,0.0016401184835641751,0.0007586347397713,0.0017545798674299727,0.0018111991769001856,0.0017537769647283199
met_Methoxyphenols,0.0005435701252492333,0.0006331122367408625,0.00040064951471995003,0.000659887660182309,0.0007873692609887715,0.0007194000264453
met_Methyl_esters,0.0266845890053498,0.05903302813000246,0.05077948002852515,0.07454759162408052,0.06555290058849174,0.07952019350736142
met_Methyl-branched_fatty_acids,0.034676759102677666,0.0074041583529985125,0.00300070359546525,0.008019999388449146,0.008164924245116828,0.008048438117383393
met_Methylpyridines,7.956489749419013e-05,0.0004171611728232625,0.00010349634148879477,0.0005835464063760819,0.00041303010368773575,0.0008573506749638733
met_Monoacylglycerols,0.0013314897457271334,0.001602790457518025,0.0009836892190524,0.0013488131197761,0.0013460253981195855,0.0012574068522620532
met_Monoalkyl_phosphates,0.0006507752122262334,0.00044581786703618747,0.00026751759202755,0.00039981361899516367,0.0004188058788403214,0.0005023846531501133
met_Monoalkylamines,0.06227173764563063,0.0584414655279058,0.05219081918371795,0.05871128647370254,0.057729983441431224,0.060776243415482024
met_Monocarboxylic_acids_and_derivatives,0.2378301881789251,0.25562926563221483,0.2509866575338088,0.2710817312467188,0.2664987591318742,0.274220600857551
met_Monocyclic_monoterpenoids,0.00047714449226619995,0.00051556170181515,0.00043608393732975,0.0006805840461767364,0.000653607564940307,0.00080872016774476
met_Monoradylglycerols,0.008375749403662999,0.00817230872101335,0.006950293097052,0.006964509989542191,0.007712975113318171,0.006592450880742526
met_Monosaccharide_phosphates,8.71893051714293e-06,4.979045428889542e-06,3.3116311465399025e-06,6.275510867734491e-06,3.3699760877307282e-06,4.993681336099628e-05
met_Monosaccharides,0.017387645937593232,0.020071424146025175,0.01385429643320435,0.0236857797150786,0.021045683239167858,0.02114551075270582
met_Monoterpenoids,0.0018334857223813999,0.00160950759404425,0.0009777549185225,0.001786219109522591,0.0017383690837130714,0.0015926584405499267
met_Thioacetals|Monothioacetals,6.662408843260367e-05,7.672394870518467e-05,4.126004918076472e-05,5.839290260093053e-05,7.70074026003263e-05,5.327830152138322e-05
met_Thioglycosides,6.662408843260367e-05,7.672394870518467e-05,4.126004918076472e-05,5.839290260093053e-05,7.70074026003263e-05,5.327830152138322e-05
met_Oxazolidines|Phenylmorpholines|Morpholines,5.437127849036857e-05,3.666894314796184e-05,4.44123211610638e-05,3.242596661168142e-05,4.9129209647800764e-05,3.1335205042390595e-05
"met_Toluamides|m-Toluamides|N,N-dialkyl-m-toluamides",0.00552799596961165,0.004002891437502213,0.0040145649060979,0.0040559281762853365,0.0037852374125027432,0.004559865359350273
met_N-acyl_amines,0.3558044116070915,0.3434367818839389,0.3795699536673721,0.3286090414146828,0.3324853430095293,0.32429777860443704
met_N-acyl-L-alpha-amino_acids,0.0002438526453447737,0.000274739817569541,9.640232297639382e-05,0.0003086209886058909,0.00017477364136403057,0.00020936458985078892
met_N-acyl-alpha_amino_acids,0.012204698437248265,0.011666185274109725,0.01249460546071485,0.011102525455719773,0.010749611903455306,0.013399592479899759
met_N-acyl-alpha_amino_acids_and_derivatives,0.0249601694425885,0.019733263758274562,0.0196156878439255,0.0194825951753595,0.01877451240951663,0.022496046478193497
met_N-acyl-alpha-hexosamines,0.0002413424813426,0.0002653923738682125,0.0004959650303108,0.0003111814987152818,0.00026621452170482146,0.00045715831354064
